,x,y
205,65.80883458,8.960119213
206,81.42929843,9.568208226
207,71.51838103,9.22310144
208,31.07041772,7.895060285
209,70.65115784,9.533643951
210,171.391975,9.193222948
211,95.36616521,9.534235014
212,173.2423271,9.387485029
213,80.61111932,9.537752101
214,91.82886156,9.61578913
215,33.46091892,7.821214184
216,83.04047198,9.242661194
217,29.44054682,7.420795571
218,31.8880104,7.452244645
219,156.2010951,8.985817589
220,108.0913164,9.449643164
221,130.1344297,9.218621039
222,80.90044304,9.754411356
223,73.81559738,9.556563687
224,150.6154623,8.727859479
225,123.8721893,9.224908844
226,159.8771577,8.931958272
227,92.07303654,9.649110363
228,58.23149746,9.017732647
229,115.6493396,9.106696438
230,54.67120318,8.9296004
231,145.8003757,9.120140795
232,48.37408748,8.880377163
233,63.50325466,9.314629243
234,68.85213,9.735881285
235,24.2708531,7.258716367
236,60.80552209,9.038002486
237,152.2399566,9.055341221
238,147.5479365,9.291098124
239,145.817198,9.325369827
240,27.17109281,7.254122236
241,143.6408569,9.198401506
242,39.74895159,8.484081251
243,173.280914,9.573435436
244,125.6074175,9.286047103
245,57.98540869,8.855925678
246,64.68452294,9.323584608
247,129.9314816,9.278736017
248,162.2344453,9.175773099
249,31.64719507,7.858289552
250,100.8135445,9.579757307
251,97.56783144,9.452746768
252,80.91734157,9.751032097
253,134.10619,9.321002565
254,144.3369108,9.243265249
255,107.1369592,9.726284506
256,32.64226916,7.667669464
257,170.1666394,9.293808997
258,150.7412893,9.183473441
259,101.4256403,9.257936682
260,148.5358996,9.148348065
261,64.39601646,9.412506034
262,65.07553777,9.447808545
263,120.2050366,9.45308841
264,86.0534554,9.627873146
265,171.8820584,9.599541343
266,64.31042542,9.174422076
267,159.2828106,9.17268597
268,79.33365856,9.29729654
269,101.9692595,9.557632819
270,73.28337718,9.288652517
271,161.1040391,9.316742764
272,125.8418127,8.991469799
273,113.1983462,9.387472146
274,97.2577102,9.557519672
275,75.65280306,9.600711378
276,114.3296254,9.578746166
277,63.28736011,9.296669035
278,78.86118609,9.509931001
279,77.81657012,9.730027725
280,40.17376901,8.24709991
281,69.13416242,9.365281828
282,40.84605046,8.288369817
283,171.9037812,9.595503479
284,119.4329073,9.511855286
285,74.78729049,9.441069333
286,149.2359339,9.024509554
287,68.57955693,9.518703195
288,159.8900216,9.280258503
289,164.1066866,9.267312308
290,43.83411275,8.719208987
291,41.72869595,8.175336741
292,152.6395241,9.238930805
293,40.89295725,8.205894684
294,158.8395469,9.04965738
295,84.5759762,9.479873113
296,120.2787601,9.321122007
297,157.2094898,9.233139147
298,131.2367289,9.199064247
299,166.7047855,8.730476594
300,162.7223177,9.133165332
301,35.71358776,7.9836434
302,98.63214675,9.513767424
303,146.8499921,8.898541575
304,71.54759102,9.453724136
305,54.49736654,8.772362467
306,44.3990314,8.556064956
307,172.1084641,9.371689116
308,134.6603384,9.147245137
309,51.49434409,8.683364522
310,131.628523,8.98238012
311,155.2597978,9.226035121
312,165.458094,9.429053733
313,133.6930077,9.227183703
314,40.74315455,8.373248815
315,122.2129481,9.389545457
316,151.5326251,8.993016233
317,61.67923527,9.294338249
318,27.08706452,7.45415097
319,100.3207486,9.421281583
320,146.4151267,9.371216012
321,91.10949911,9.441967033
322,142.9805523,9.038488699
323,50.04863616,9.072511457
324,119.3439375,9.563656758
325,166.0240563,9.317967855
326,161.8833921,9.22766296
327,86.33241633,9.386873462
328,122.2837322,9.36668104
329,42.89082067,8.479313004
330,151.9297453,9.315282786
331,102.7636608,9.499126519
332,51.9882698,9.097803455
333,146.0807247,9.106171101
334,50.02634097,8.702222257
335,23.03322338,6.999138784
336,156.8218567,8.833046791
337,51.99795887,8.979972308
338,27.50657559,7.202711575
339,54.85039703,8.784530101
340,31.07766303,7.559992127
341,100.7079833,9.398460303
342,99.6330723,9.691142246
343,91.09167915,9.613434771
344,131.165551,9.397244835
345,138.1630002,9.423334002
346,48.13273596,8.860776939
347,65.01971459,9.250309337
348,122.13913,9.08776283
349,98.04935899,9.364154661
350,159.2013426,9.167787175
351,168.8865189,9.26046317
352,51.12386592,9.104923652
353,107.5393017,9.692373414
354,121.1425534,9.498010052
355,126.0275317,9.310480398
356,130.8926263,9.12487256
357,166.8194282,9.061891329
358,68.84437532,9.577008284
359,35.11954407,7.704980164
360,156.4246441,9.038464078
361,25.42848174,7.223874228
362,90.41854556,9.534944579
363,43.43544208,8.49462712
364,124.5599555,9.082412408
365,95.53823592,9.623746442
366,88.19657696,9.392626773
367,51.33776975,8.753012992
368,70.45928115,9.582146654
369,45.66224644,8.515793732
370,145.5103083,9.138640556
371,159.618468,9.321084246
372,135.7746156,8.997650983
373,86.61245987,9.334558854
374,37.18366861,8.391771726
375,56.78293154,9.171292526
376,31.28681407,7.586794859
377,118.8250981,9.207811283
378,51.47851513,8.892212273
379,98.20638166,9.279877951
380,58.81275742,9.304789181
381,124.122085,9.317161448
382,78.12444557,9.576805443
383,96.72503587,9.4087473
384,63.13720144,9.321909732
385,84.32029019,9.594128841
386,58.70224718,9.281827599
387,90.24563026,9.256064543
388,116.3100484,9.423942203
389,113.8547063,9.444269033
390,98.04436217,9.440319019
391,165.1150155,9.415769539
392,135.2814465,9.275842324
393,110.9173969,9.176677103
394,77.45888977,9.415121923
395,40.40302546,8.221959798
396,117.0351917,9.404041691
397,23.61474094,6.968584771
398,125.4193726,9.326028196
399,117.5516128,9.300532056
400,172.9616794,9.447416263
401,141.2857279,9.275251042
402,34.02585307,7.920803022
403,138.1652668,8.912956645
404,173.0432182,9.271711088
405,143.7348165,8.975999516
406,29.73859369,7.665718028
407,25.32533899,7.132883499
408,102.8073983,9.321738867
409,102.73869,9.5920465
410,54.94192623,9.05844775
411,128.4326185,9.256648636
412,129.1395568,9.185171058
413,96.90653947,9.538733007
414,142.5425358,9.087266765
415,33.9969119,7.946395068
416,146.1608433,9.141876442
417,61.78377753,9.249011296
418,118.9029712,9.411685315
419,51.39020913,8.839039562
420,83.05048028,9.758142536
421,163.2940156,9.201676562
422,124.4207146,9.496023099
423,119.9920885,9.133345127
424,118.4928059,9.396085057
425,117.9620658,9.517001126
426,82.83716326,9.468444051
427,26.17607623,7.224116243
428,94.36777085,9.522147059
429,169.0997277,9.049632668
430,53.63363409,9.174932633
431,137.0590309,9.358991558
432,169.3121462,8.916725944
433,64.99737335,9.075707538
434,61.99613588,9.233002503
435,125.823735,9.301671321
436,88.63404484,9.194386069
437,82.3984738,9.588937078
438,153.6350335,9.106890965
439,121.7719026,9.516254574
440,123.3064992,9.043895707
441,132.5684532,9.35622228
442,92.79283385,9.660166317
443,39.19872928,8.29209153
444,123.8456561,8.996365578
445,37.67997124,8.007814202
446,62.03863305,9.053222482
447,133.5703202,8.964237692
448,60.36132174,9.277401096
449,54.77259164,9.009978116
450,133.2932885,9.172248884
451,128.9845844,9.207835078
452,62.63479421,9.451107503
453,154.6424053,8.982024365
454,146.7763106,8.967458151
455,148.5903815,9.123740441
456,158.1110744,9.133016545
457,145.1464429,8.954957971
458,136.9580715,9.38631759
459,59.68171246,9.227004233
460,152.6675387,9.291328505
461,65.61027302,9.114218492
462,30.3679244,7.530980978
463,35.91691023,8.052920419
464,96.70935879,9.389581795
465,171.7457248,9.276144954
466,67.39265164,9.567906343
467,137.2814193,9.153507922
468,167.438191,9.17503995
469,31.34716999,7.617650723
470,42.57364607,8.242821245
471,56.6045892,9.157028562
472,148.4151867,9.378319317
473,96.97267941,9.273190619
474,90.52799221,9.469797385
475,128.5943303,9.460569413
476,109.82876,9.300667364
477,110.7739158,9.517545769
478,159.7915987,9.536911305
479,154.8657459,9.031848658
480,83.47629645,9.435080946
481,66.93782827,9.453073172
482,122.8315797,9.234313848
483,118.2612904,9.509009931
484,35.87901653,7.939949057
485,107.2425197,9.417251214
486,97.81324962,9.183039108
487,36.2919229,8.022257459
488,56.63951529,8.972687343
489,127.2143483,9.230986698
490,53.47012421,8.742703007
491,159.4344803,9.084872232
492,101.4778003,9.547882134
493,101.2687318,9.651378988
494,123.3970622,9.573519647
495,134.2115136,9.332799259
496,83.10607342,9.297968134
497,117.346284,9.340735118
498,62.98050352,8.997419589
499,73.20268329,9.47563123
500,75.6287724,9.487571894
501,43.04040511,8.388461103
502,37.6820295,8.068926254
503,109.2087965,9.44918041
504,163.1911232,9.172035447
505,153.0083718,9.210530309
506,52.14996008,8.645060939
507,40.77723718,8.397862468
508,92.20492766,9.319404235
509,166.7775926,9.290245827
510,116.8495174,9.186342506
511,96.43533533,9.515716966
512,51.0057968,8.759081574
513,84.97197212,9.595898155
514,67.16236371,9.305895164
515,49.11571439,8.73167782
516,63.08719769,9.537436054
517,116.5065681,9.212834224
518,100.2500772,9.406827402
519,128.928737,9.332546792
520,98.75240568,9.602106503
521,105.2229415,9.523076214
522,76.27421709,9.548206503
523,23.37061515,6.74824588
524,99.96130514,9.453805531
525,83.17653787,9.580041158
526,159.0694532,9.365533998
527,54.51673266,9.000587575
528,139.8010379,8.930702617
529,42.21341615,8.165166777
530,117.89576,8.98195046
531,140.9060657,9.273280004
532,64.31081257,9.414088957
533,94.1200135,9.363041699
534,23.96240644,7.079943468
535,44.13556333,8.382764746
536,109.1747855,9.402680543
537,127.3314996,9.118842866
538,110.881776,9.783292864
539,156.4903453,9.062190645
540,107.1424971,9.479670418
541,64.14379169,9.201802739
542,68.20432533,9.392866877
543,73.55845051,9.247684731
544,117.9119974,9.386093495
545,70.39075342,9.422755877
546,171.1639639,9.310055048
547,23.98999634,6.915163646
548,83.88351337,9.610305804
549,93.87176019,9.384741627
550,83.10562899,9.618394423
551,69.5505936,9.473362922
552,86.673803,9.548448683
553,37.37949794,8.221081797
554,121.9372665,9.37614739
555,93.2750284,9.483301394
556,173.5284031,9.624137773
557,149.0219134,9.226532388
558,114.8381301,9.708423417
559,79.61539517,9.727892793
560,73.43378344,9.505620035
561,69.79945162,9.337850116
562,121.3030901,9.256046699
563,23.21813267,6.600829497
564,102.5767158,9.531044672
565,24.61079666,6.972156291
566,51.56436679,8.847166298
567,60.82445011,9.122995265
568,37.6447653,8.027507307
569,40.22436748,8.318639389
570,148.5101391,9.339349962
571,171.2598489,9.261694459
572,61.99437354,9.201480029
573,132.5154774,9.325313856
574,105.2259095,9.369621387
575,119.1845924,9.519645186
576,33.24841077,7.86127076
577,62.61892312,9.502331339
578,154.1212403,8.928757028
579,122.4800858,9.320062013
580,142.7864559,9.215033262
581,129.0870291,9.028469461
582,124.7251761,9.362567074
583,154.6791113,9.476450255
584,72.60554343,9.542176581
585,78.79595637,9.528109032
586,162.7824474,9.062685832
587,163.4554643,9.147164537
588,129.1540437,9.070135733
589,172.9871588,9.469487969
590,162.2695892,9.282021267
591,107.3892586,9.176320262
592,102.0640727,9.471367988
593,93.48115703,9.696458928
594,31.04558167,7.816150613
595,62.97055147,9.258028725
596,50.83628277,8.934273906
597,33.74940098,7.858289486
598,104.7053517,9.510560819
599,98.33174067,9.831404348
600,41.29688255,8.452211817
601,111.3572347,9.115804603
602,85.28524786,9.553129205
603,97.98217097,9.546859018
604,85.44292741,9.354846674
605,80.53793801,9.702150063
606,56.75496374,9.216503345
607,30.38663213,7.318656807
608,35.44381933,7.731246607
609,33.26176275,7.814470545
610,140.6009445,8.870879194
611,98.2090847,9.578637669
612,92.19618221,9.641297788
613,167.0801211,9.309968622
614,165.6104268,9.226504962
615,157.3047099,8.987722618
616,36.0660764,8.080085478
617,48.07942567,8.759644253
618,155.1569632,9.139848363
619,127.2564441,9.336276586
620,82.8119287,9.659885711
621,115.8800242,9.491440562
622,78.93376459,9.287101413
623,115.0338745,9.293807971
624,37.96238695,8.176929503
625,118.2915679,9.165064059
626,114.9763923,9.265921337
627,127.5198666,9.161013544
628,151.2168361,8.928942437
629,168.5240238,9.335254044
630,156.6012494,8.974163157
631,83.75389296,9.836571641
632,146.7788661,9.04519037
633,87.70168084,9.339910376
634,160.2052999,9.221953801
635,107.094146,9.705735612
636,101.0911564,9.493243833
637,153.9707993,8.868739087
638,75.28685875,9.407700996
639,38.73277664,8.041211822
640,25.22266735,7.025765502
641,110.2555575,9.405887585
642,92.56319963,9.4186127
643,169.7859801,9.202897776
644,141.3742526,9.175563347
645,155.6238393,9.217750333
646,72.98521949,9.602434263
647,138.2762447,9.027180015
648,54.08797405,8.803599146
649,129.8262158,8.905800506
650,74.90221389,9.417816256
651,100.8638165,9.831060919
652,153.5476476,9.269424569
653,159.4395837,8.974923389
654,169.8794255,9.416757623
655,135.3543443,9.032309406
656,84.75589416,9.293233512
657,160.5320875,9.429897307
658,161.9960466,9.431141517
659,92.30343096,9.578403897
660,148.6757084,9.320840736
661,103.7397332,9.34817814
662,143.8268495,9.220392559
663,149.6878919,9.176455686
664,41.21974649,8.290540226
665,109.3080906,9.467482942
666,146.6806953,9.120884059
667,64.95789627,9.233126895
668,57.02294487,9.069358853
669,163.8077327,9.221333004
670,56.2685041,9.045835808
671,75.26533685,9.674369885
672,43.1736075,8.606002652
673,164.1822083,9.433999933
674,96.91430866,9.479484531
675,149.3755768,9.198114631
676,112.9136087,9.290215045
677,149.5102303,9.028426863
678,109.217418,9.529436607
679,161.6004033,9.219575182
680,29.92801653,7.638434193
681,102.5799143,9.570070982
682,139.0538747,8.878162607
683,81.82037225,9.33684882
684,27.98968133,7.401466613
685,100.9798371,9.443434312
686,95.03576745,9.386486216
687,77.08570753,9.506198647
688,169.3564424,9.201394877
689,30.53533693,7.743455227
690,99.35345583,9.434870577
691,144.3739494,9.147134087
692,77.10536117,9.528845755
693,110.6439307,9.333329402
694,134.6420758,9.086911965
695,136.7299183,9.226600578
696,65.27228474,9.286647904
697,106.0623417,9.539395236
698,129.7062001,9.445044797
699,137.0259086,9.447817193
700,52.63995287,9.151689297
701,164.2655977,9.055003492
702,131.6496399,9.287486381
703,44.52137464,8.686715968
704,124.0661874,9.22907096
705,60.53484305,9.340131478
706,147.2986861,9.022541519
707,144.2727066,9.003111762
708,38.19264767,8.465273333
709,86.9767729,9.695104056
710,57.9073129,8.954026434
711,81.39474037,9.763224675
712,106.975477,9.447322911
713,157.7047971,9.323225698
714,130.2469692,9.160464017
715,64.53266687,9.189077114
716,100.2107829,9.618794206
717,83.54515952,9.635437784
718,80.2516611,9.710641677
719,129.8423282,9.238933665
720,142.2545007,9.078261776
721,134.4871265,9.094890102
722,148.3938226,8.970447559
723,73.41589122,9.310343213
724,35.28925203,8.064244483
725,33.80140999,7.928481878
726,135.7826969,9.219023471
727,78.88331129,9.50535221
728,171.0358744,9.166529449
729,152.1529519,9.238121422
730,95.74020799,9.407096987
731,147.920111,9.122360873
732,40.74318556,8.261753042
733,25.05472805,7.179506752
734,46.62482934,8.582248256
735,101.3804071,9.536271042
736,73.51081582,9.283509653
737,172.7370887,9.287130704
738,119.2409807,9.287814251
739,161.2539015,9.265829697
740,94.42100239,9.330979376
741,62.15677495,9.063031168
742,102.3683697,9.426108409
743,61.08647279,9.349276893
744,82.53598582,9.413118893
745,133.9889759,9.2373919
746,142.7838716,9.128354337
747,38.3112258,8.192372472
748,105.3701002,9.581444798
749,139.4669877,9.114301862
750,143.3462882,9.333474294
751,138.2239236,9.051244586
752,106.8765123,9.216799024
753,29.50538281,7.510208923
754,94.53811473,9.464906924
755,144.1150642,9.24940588
756,88.64133368,9.626007952
757,167.0616948,9.007047493
758,74.34095274,9.216712042
759,125.2686586,9.259761019
760,84.28436689,9.689164984
761,102.8095021,9.565109783
762,85.18743596,9.31803418
763,82.99819763,9.32105705
764,79.53160366,9.610357778
765,132.7291296,9.10637716
766,122.4185466,9.115303191
767,97.26703226,9.54641717
768,145.4708319,8.853319144
769,120.8273056,9.383910885
770,116.5324309,9.2990919
771,152.5727474,9.244483376
772,128.1115524,9.084300366
773,156.1347186,9.110343725
774,145.0265172,9.0708542
775,73.67160304,9.395089729
776,161.8863071,9.296059429
777,162.0659385,9.336248097
778,51.78479029,8.983061761
779,116.2171042,9.511551636
780,113.046319,9.402987358
781,135.0677729,9.343155695
782,138.0623036,9.32324313
783,71.25426663,9.436848404
784,89.23817238,9.524056742
785,45.01636313,8.504395964
786,36.60302028,8.095857488
787,84.9079192,9.699282246
788,93.60339473,9.442030994
789,58.77270885,9.080683099
790,104.137998,9.491975715
791,135.0078251,9.243912709
792,151.6879598,9.014167648
793,150.6066083,8.899900437
794,159.7350618,9.164824677
795,57.02645934,9.257586054
796,104.1308686,9.32082863
797,128.0530725,9.123659274
798,126.9120826,9.103793986
799,68.44754005,9.399683864
800,169.8116277,9.155921882
801,58.84502016,9.167481099
802,84.08899791,9.640121961
803,77.42266264,9.563694371
804,57.18238197,8.899502583
805,42.0807638,8.496719035
806,88.07950667,9.66181675
807,113.4364911,9.394499734
808,98.38072031,9.670658735
809,152.4812197,9.096565767
810,63.43606492,9.230655197
811,104.9087741,9.534403774
812,64.99978473,9.168903994
813,156.3182987,8.962934812
814,159.4454265,9.248080739
815,105.5830444,9.545748669
816,107.6350707,9.325969301
817,76.12850077,9.477171757
818,86.26438921,9.361354854
819,86.19656118,9.614600161
820,158.497831,9.420215546
821,34.82566809,7.8878855
822,138.8494944,9.287385109
823,117.758868,9.07318985
824,73.19649633,9.526990906
825,93.11003407,9.394257541
826,115.3977591,9.617865921
827,146.361872,9.217104296
828,55.77633183,9.182553527
829,37.60826183,7.861270738
830,138.6592235,9.12159033
831,88.89979561,9.650354184
832,36.00678498,8.038296228
833,127.112885,9.130714418
834,27.96381833,7.434716186
835,131.5537884,9.003695132
836,84.80217054,9.318749941
837,89.83213658,9.859733045
838,113.2759188,9.171750881
839,35.23859056,7.945181713
840,33.62841963,8.155930096
841,100.2001353,9.45418951
842,24.50136143,6.9604582
843,71.910007,9.2696828
844,80.11744126,9.549059942
845,153.1150516,9.126645649
846,110.6409056,9.617115188
847,115.7226191,9.344497302
848,103.6643259,9.557992314
849,26.63265382,7.144411822
850,160.8967836,9.122054966
851,63.08638324,9.074850406
852,172.877485,9.246017749
853,54.52522479,9.052372553
854,75.79762571,9.47773374
855,92.6786433,9.845361256
856,52.02746928,8.904597397
857,113.8246608,9.52062391
858,147.1190716,9.064878693
859,50.07442421,8.561623168
860,143.9055163,8.92175792
861,168.3726321,9.270417353
862,91.7530934,9.663127448
863,165.6049125,8.913743401
864,132.7693647,9.431755221
865,24.96544911,7.11399702
866,109.7244821,9.695256558
867,142.5110535,9.258926742
868,44.46797016,8.445765261
869,173.6311961,9.179151285
870,118.047697,9.462514388
871,88.90403971,9.459947719
872,155.582992,9.094964331
873,87.89989454,9.595364632
874,154.2034847,9.221396707
875,117.2550321,9.472751027
876,106.401404,9.433557827
877,143.8880603,8.856665898
878,24.65439106,7.373511285
879,134.6585834,8.861890991
880,153.5495331,9.061234755
881,124.0392176,9.166370684
882,152.9979222,9.071983323
883,55.77940856,8.934713537
884,53.26744656,8.888290989
885,109.9389313,9.549229226
886,51.56059781,8.958637849
887,170.442166,9.193050332
888,137.7191906,9.184231659
889,59.29814472,9.223324879
890,169.8789282,9.21434176
891,30.43421915,7.552575117
892,117.8806487,9.381900808
893,24.02451214,7.107801845
894,150.9461837,9.131166957
895,155.7172354,9.144775115
896,168.9331261,9.38424811
897,78.54716659,9.761640181
898,80.54282008,9.587375869
899,169.8657497,9.267533642
900,81.96747989,9.433960259
901,148.9898457,9.282022019
902,66.49471221,9.316542716
903,81.33927288,9.635564168
904,42.1490288,8.561518301
905,114.9937554,9.568756905
906,32.40035477,7.808652357
907,94.13039307,9.539089298
908,134.3726271,8.817391645
909,91.38466684,9.540166577
910,133.9671321,9.167654228
911,85.31614513,9.658796062
912,143.7328333,9.293951296
913,69.66704829,9.389008446
914,112.4398166,9.343489209
915,47.71874956,8.681282788
916,130.9745427,9.065910188
917,118.5668591,9.249830855
918,96.64413666,9.448639166
919,169.337951,9.269866494
920,56.79845738,8.905114381
921,55.00058295,8.958981572
922,61.42048476,9.112632539
923,155.8866819,8.950024115
924,89.57215999,9.479584357
925,80.77777917,9.351251999
926,71.08835465,9.13918456
927,29.39856544,7.542632331
928,79.95802184,9.824602029
929,47.40777037,8.547115261
930,71.39147664,9.453347469
931,115.2120669,9.121763901
932,71.29842706,9.670971356
933,52.68575645,9.014636352
934,73.28172327,9.331998004
935,30.20010559,7.470052667
936,58.71413116,9.182595334
937,158.8516705,9.363663025
938,131.1425631,9.149663261
939,68.71246153,9.073869118
940,62.07034741,9.154106813
941,155.5035606,9.142429696
942,127.2256087,9.131563885
943,108.0543047,9.347501547
944,75.5338966,9.353527946
945,28.02140022,7.313236264
946,147.382542,9.321195962
947,109.5407024,9.333934779
948,162.6029838,9.342532289
949,98.26651861,9.284598542
950,157.3669249,9.062287935
951,69.10594925,9.239510854
952,90.08068968,9.163406141
953,53.34873388,9.119102215
954,106.7659688,9.3970693
955,114.118018,9.439562284
956,106.6647267,9.512785371
957,97.51460738,9.542359855
958,77.57765768,9.480235046
959,70.82957222,9.611902701
960,61.39927088,9.181214438
961,90.377439,9.591350648
962,72.67395272,9.184665291
963,160.0091324,9.194805903
964,123.9378519,9.308283108
965,144.8463835,9.144816327
966,92.87234796,9.584390653
967,147.7526406,9.046128648
968,161.7828047,9.249180941
969,103.4703852,9.429704222
970,59.48737964,8.947381793
971,30.417795,7.675834988
972,164.4353202,9.138147182
973,157.7504041,8.863743204
974,140.5616497,8.890173586
975,131.5369366,9.052268243
976,90.66946162,9.287162641
977,115.9057479,9.370421612
978,136.1842249,9.106703483
979,48.25632951,8.864800492
980,116.331173,8.927306904
981,150.1006965,8.908983629
982,58.46840089,9.271503832
983,173.9351,9.363855267
984,169.7969882,9.157825078
985,25.72371613,7.180307369
986,163.0519438,9.236886024
987,94.96337605,9.58874722
988,24.26455623,7.059890277
989,86.65888405,9.536695683
990,147.731755,9.379735268
991,46.54223709,8.503960803
992,154.6822396,8.951182097
993,149.9776678,8.93789487
994,59.05675661,9.208041627
995,95.38473342,9.789029722
996,151.7152301,9.275451414
997,172.7473491,9.368524122
998,96.49795307,9.52243405
999,141.7009624,9.222044583
1000,133.7540313,9.449317813
1001,168.6578993,9.432810566
1002,142.7916439,9.190679987
